,local_timestamp,side,price,amount
18052,1722471341639207,buy,0.0110511,6155
18053,1722471341639211,buy,0.0110511,454
18054,1722471341639214,buy,0.0110512,1083
18055,1722471341639219,buy,0.0110513,4525
18056,1722471341639220,buy,0.0110514,1751
18057,1722471341639225,buy,0.0110515,5157
18058,1722471341639226,buy,0.0110516,36012
18059,1722471342010809,sell,0.0110514,5972
18060,1722471342010810,sell,0.0110514,14705
18061,1722471342010811,sell,0.0110512,46494
18062,1722471342010811,sell,0.0110509,36161
18063,1722471342010816,sell,0.0110508,16620
18064,1722471342010817,sell,0.0110508,172338
18065,1722471342010829,sell,0.0110505,29885
18066,1722471342010829,sell,0.0110505,34999
18067,1722471342010830,sell,0.0110504,14090
18068,1722471342010830,sell,0.0110503,36161
18069,1722471342010830,sell,0.0110502,29378
18070,1722471342010831,sell,0.0110501,29885
18071,1722471342010862,sell,0.01105,18241
18072,1722471342010892,sell,0.01105,27502
18073,1722471342010893,sell,0.0110498,13615
18074,1722471342010894,sell,0.0110497,36161
18075,1722471342010898,sell,0.0110497,100000
18076,1722471342010912,sell,0.0110497,1494
18077,1722471342010913,sell,0.0110497,454
18078,1722471342010916,sell,0.0110497,25786
18079,1722471342010917,sell,0.0110496,27504
18080,1722471342010920,sell,0.0110495,8453
18081,1722471342010921,sell,0.0110494,25786
18082,1722471342010929,sell,0.0110494,37453
18083,1722471342010930,sell,0.0110493,29381
18084,1722471342010931,sell,0.0110493,25786
18085,1722471342010932,sell,0.0110492,25786
18086,1722471342010933,sell,0.0110491,36161
18087,1722471342010933,sell,0.0110491,25786
18088,1722471342010933,sell,0.011049,11430
18089,1722471342010940,sell,0.0110489,29382
18090,1722471342010942,sell,0.0110488,13386
18091,1722471342010942,sell,0.0110487,4447
18092,1722471342010943,sell,0.0110487,9318
18093,1722471342016581,buy,0.0110502,4986
18094,1722471342016591,buy,0.0110502,7534
18095,1722471342016612,buy,0.0110502,5280
18096,1722471342016613,buy,0.0110502,6036
18097,1722471342016613,buy,0.0110502,5761
18098,1722471342018382,buy,0.0110502,2112
18099,1722471342018383,buy,0.0110502,5579
18100,1722471342018383,buy,0.0110502,4134
18101,1722471342018384,buy,0.0110502,1945
18102,1722471342018424,buy,0.0110502,3835
18103,1722471342018425,buy,0.0110502,6534
18104,1722471342018426,buy,0.0110502,6172
18105,1722471342018426,buy,0.0110502,4625
18106,1722471342018427,buy,0.0110502,4484
18107,1722471342018427,buy,0.0110502,13869
18108,1722471342019088,buy,0.0110502,23827
18109,1722471342019090,buy,0.0110502,4416
18110,1722471342020193,buy,0.0110502,143238
18111,1722471342020194,buy,0.0110502,172338
18112,1722471342149481,buy,0.011051,1000
18113,1722471342286457,sell,0.0110504,3568
18114,1722471342286458,sell,0.0110501,5761
18115,1722471342286466,sell,0.0110501,7534
18116,1722471342286471,sell,0.0110501,5280
18117,1722471342286472,sell,0.0110501,4986
18118,1722471342286475,sell,0.0110501,6036
18119,1722471342286479,sell,0.0110501,2112
18120,1722471342286486,sell,0.0110501,3835
18121,1722471342286487,sell,0.0110501,4484
18122,1722471342286487,sell,0.0110501,1700
18123,1722471342468937,buy,0.0110502,2576
18124,1722471343010901,buy,0.0110516,4526
18125,1722471343010902,buy,0.0110516,1494
18126,1722471343016464,buy,0.0110519,6020
18127,1722471343019523,buy,0.0110519,3030
18128,1722471343019526,buy,0.0110522,454
18129,1722471343019532,buy,0.0110523,48349
18130,1722471343019533,buy,0.0110524,454
18131,1722471343071679,buy,0.0110526,2128
18132,1722471343071680,buy,0.0110526,2128
18133,1722471343120583,buy,0.0110529,1167
18134,1722471343120586,buy,0.011053,1766
18135,1722471343120596,buy,0.011053,454
18136,1722471343127875,buy,0.0110532,1541
18137,1722471343139137,buy,0.0110532,205
18138,1722471343139138,buy,0.0110532,880
18139,1722471343165700,buy,0.0110533,747
18140,1722471343165701,buy,0.0110533,9714
18141,1722471343165708,buy,0.0110534,578
18142,1722471343165719,buy,0.0110535,18011
18143,1722471343165721,buy,0.0110536,454
18144,1722471343165726,buy,0.0110538,9007
18145,1722471343165728,buy,0.0110539,697
18146,1722471343253816,buy,0.0110544,909
18147,1722471343253817,buy,0.0110544,454
18148,1722471343266758,buy,0.0110545,2776
18149,1722471343289777,buy,0.0110545,79177
18150,1722471343289780,buy,0.0110545,748
18151,1722471343289783,buy,0.0110546,18011
18152,1722471343316121,buy,0.0110547,1187
18153,1722471343316126,buy,0.0110547,722
18154,1722471343316129,buy,0.0110547,965
18155,1722471343316137,buy,0.0110547,1626
18156,1722471343335766,buy,0.0110547,1668
18157,1722471343351157,buy,0.0110549,712
18158,1722471343351157,buy,0.0110549,454
18159,1722471343604635,sell,0.0110553,29363
18160,1722471343604637,sell,0.0110553,172338
18161,1722471343604648,sell,0.0110553,81613
18162,1722471343658689,sell,0.0110553,6534
18163,1722471343658696,sell,0.0110553,6172
18164,1722471343658697,sell,0.0110553,2434
18165,1722471343658697,sell,0.0110553,5579
18166,1722471343658698,sell,0.0110553,1945
18167,1722471343658699,sell,0.0110553,4625
18168,1722471343659532,sell,0.0110553,1493
18169,1722471343665554,sell,0.0110546,1343
18170,1722471343849858,sell,0.011055,39658
18171,1722471343849860,sell,0.011055,34738
18172,1722471343849860,sell,0.011055,130231
18173,1722471343910265,buy,0.0110549,1000
18174,1722471344026518,buy,0.0110549,37317
18175,1722471344159791,buy,0.0110549,18670
18176,1722471344159792,buy,0.0110549,1493
18177,1722471344476457,buy,0.0110554,454
18178,1722471344476458,buy,0.0110554,546
18179,1722471344907560,sell,0.0110553,35001
18180,1722471344907562,sell,0.0110553,645
18181,1722471344907562,sell,0.0110548,9650
18182,1722471344929064,sell,0.0110548,10783
18183,1722471345259631,buy,0.0110546,1000
18184,1722471345316927,buy,0.0110546,553
18185,1722471345316930,buy,0.0110553,36156
18186,1722471345316931,buy,0.0110554,43759
18187,1722471345316931,buy,0.0110554,475
18188,1722471345316931,buy,0.0110555,454
18189,1722471345316932,buy,0.0110555,531
18190,1722471345316940,buy,0.0110555,705
18191,1722471345316944,buy,0.0110559,53849
18192,1722471345565491,sell,0.0110546,905
18193,1722471346177260,sell,0.0110543,454
18194,1722471346177261,sell,0.0110543,2129
18195,1722471346197608,sell,0.0110532,4732
18196,1722471346232918,sell,0.0110532,162438
18197,1722471346235489,sell,0.0110529,41796
18198,1722471346528817,sell,0.0110529,19658
18199,1722471346528830,sell,0.0110529,1195
18200,1722471346528866,sell,0.0110529,20943
18201,1722471346531167,sell,0.0110529,13993
18202,1722471346531167,sell,0.0110529,1493
18203,1722471346531170,sell,0.0110528,454
18204,1722471346535710,sell,0.0110523,36080
18205,1722471346535713,sell,0.0110523,99838
18206,1722471346535715,sell,0.0110523,1493
18207,1722471346542027,sell,0.0110519,1493
18208,1722471346634195,buy,0.0110516,36544
18209,1722471346634211,buy,0.0110516,9049
18210,1722471346793567,buy,0.0110516,1000
18211,1722471346862018,buy,0.0110516,45332
18212,1722471347184918,buy,0.0110516,476
18213,1722471347184927,buy,0.0110516,2509
18214,1722471347184928,buy,0.0110519,1548
18215,1722471347290143,buy,0.011052,720
18216,1722471348282074,sell,0.0110519,480
18217,1722471348282076,sell,0.0110519,41316
18218,1722471348284765,sell,0.0110519,35917
18219,1722471348284770,sell,0.0110519,5879
18220,1722471348286904,sell,0.0110519,4337
18221,1722471348906442,sell,0.0110515,23151
18222,1722471349314084,buy,0.0110516,4647
18223,1722471349314086,buy,0.0110516,5353
18224,1722471349424491,buy,0.011052,2469
18225,1722471349424492,buy,0.011052,5565
18226,1722471349424492,buy,0.011052,1493
18227,1722471349426393,buy,0.0110529,100583
18228,1722471349426393,buy,0.011053,30137
18229,1722471349426394,buy,0.011053,59041
18230,1722471350106445,buy,0.0110537,9550
18231,1722471350528913,buy,0.0110543,909
18232,1722471350528915,buy,0.0110543,35019
18233,1722471350528916,buy,0.0110543,1493
18234,1722471350528928,buy,0.0110543,19271
18235,1722471350910211,buy,0.0110553,195
18236,1722471350910213,buy,0.0110553,753
18237,1722471350910214,buy,0.0110553,8502
18238,1722471350910216,buy,0.0110553,1493
18239,1722471350974601,sell,0.0110563,33957
18240,1722471352408517,buy,0.0110564,454
18241,1722471352408521,buy,0.0110564,37757
18242,1722471353444787,buy,0.0110564,1000
18243,1722471353633197,sell,0.0110563,562
18244,1722471353633198,sell,0.0110563,30207
18245,1722471353633201,sell,0.0110563,4238
18246,1722471353633207,sell,0.0110563,49333
18247,1722471353633208,sell,0.0110563,475
18248,1722471353659376,buy,0.0110553,1000
18249,1722471353845496,sell,0.0110551,35028
18250,1722471353845500,sell,0.0110551,61639
18251,1722471353845509,sell,0.0110551,1493
18252,1722471353856779,sell,0.0110543,11638
18253,1722471353861398,sell,0.0110543,35052
18254,1722471353861403,sell,0.0110543,45063
18255,1722471354356138,buy,0.0110543,970
18256,1722471354670022,buy,0.0110544,4714
18257,1722471354670023,buy,0.0110544,1493
18258,1722471354712279,buy,0.0110563,9068
18259,1722471355401931,buy,0.0110563,28611
18260,1722471355401938,buy,0.0110563,115328
18261,1722471355440106,buy,0.0110563,6596
18262,1722471355440107,buy,0.0110563,1493
18263,1722471355440108,buy,0.0110564,45644
18264,1722471355578788,buy,0.0110568,454
18265,1722471355578791,buy,0.0110568,540
18266,1722471356035407,buy,0.0110563,807
18267,1722471356262093,buy,0.0110563,11372
18268,1722471356262094,buy,0.0110563,1493
18269,1722471356372520,buy,0.0110568,28904
18270,1722471356374817,buy,0.0110568,9195
18271,1722471356374831,buy,0.0110568,1493
18272,1722471356374832,buy,0.0110569,972
18273,1722471357133206,buy,0.0110571,559
18274,1722471357133216,buy,0.0110571,454
18275,1722471357133217,buy,0.0110571,173
18276,1722471357458016,buy,0.0110571,2000
18277,1722471357461690,buy,0.0110571,21861
18278,1722471357461692,buy,0.0110571,1493
18279,1722471358606287,buy,0.0110573,1063
18280,1722471358606288,buy,0.0110573,48546
18281,1722471358606291,buy,0.0110573,1493
18282,1722471358606297,buy,0.0110574,454
18283,1722471358606298,buy,0.0110576,6194
18284,1722471358634624,buy,0.0110576,749
18285,1722471358744049,buy,0.0110579,1086
18286,1722471358756008,buy,0.011058,1040
18287,1722471358756011,buy,0.0110582,454
18288,1722471358756018,buy,0.0110583,911
18289,1722471358756020,buy,0.0110586,23150
18290,1722471358756020,buy,0.0110586,1494
18291,1722471358756021,buy,0.0110586,1228
18292,1722471358764550,buy,0.0110587,1940
18293,1722471358764551,buy,0.0110587,1239
18294,1722471359366006,buy,0.0110591,556
18295,1722471359366010,buy,0.0110591,4522
18296,1722471359366011,buy,0.0110591,33770
18297,1722471359366011,buy,0.0110591,42742
18298,1722471359910965,sell,0.011059,906
18299,1722471360215214,sell,0.011059,1009
18300,1722471360215215,sell,0.011059,119513
18301,1722471360215216,sell,0.011059,52892
18302,1722471360215216,sell,0.011059,3833
18303,1722471360215217,sell,0.011059,54528
18304,1722471360215217,sell,0.011059,36056
18305,1722471360215218,sell,0.011059,172338
18306,1722471360215245,sell,0.011059,1492
18307,1722471360215247,sell,0.011059,9042
18308,1722471360215247,sell,0.011059,1488
18309,1722471360215248,sell,0.011059,49825
18310,1722471360365010,sell,0.0110581,1911
18311,1722471360365014,sell,0.0110581,31811
18312,1722471360366167,sell,0.0110581,956
18313,1722471360803615,buy,0.0110581,7516
18314,1722471360803615,buy,0.0110581,1493
18315,1722471360803616,buy,0.0110587,6480
18316,1722471360803616,buy,0.011059,33917
18317,1722471360803616,buy,0.011059,429
18318,1722471360803617,buy,0.0110592,12283
18319,1722471360803617,buy,0.0110592,37475
18320,1722471360927250,buy,0.0110593,261
18321,1722471360927250,buy,0.0110593,4522
18322,1722471360927251,buy,0.0110593,1492
18323,1722471360927251,buy,0.0110594,712
18324,1722471360927252,buy,0.0110594,1357
18325,1722471360927252,buy,0.0110594,1357
18326,1722471360927252,buy,0.0110594,32095
18327,1722471360931249,buy,0.0110594,6800
18328,1722471360931252,buy,0.0110594,543
18329,1722471360931256,buy,0.0110594,4522
18330,1722471361319080,buy,0.0110596,454
18331,1722471361319086,buy,0.0110596,4522
18332,1722471361319087,buy,0.0110596,1492
18333,1722471361319093,buy,0.0110598,454
18334,1722471361319093,buy,0.01106,746
18335,1722471361319094,buy,0.01106,17975
18336,1722471361319097,buy,0.01106,467
18337,1722471361319098,buy,0.01106,6854
18338,1722471361319099,buy,0.01106,859
18339,1722471361319100,buy,0.01106,1494
18340,1722471361323070,buy,0.0110601,4976
18341,1722471361323075,buy,0.0110601,532
18342,1722471361323092,buy,0.0110601,2160
18343,1722471361323934,buy,0.0110601,809
18344,1722471361323934,buy,0.0110601,1317
18345,1722471361325649,buy,0.0110602,2243
18346,1722471361325653,buy,0.0110602,670
18347,1722471361363480,buy,0.0110605,614
18348,1722471361365911,buy,0.0110606,543
18349,1722471361446703,buy,0.0110608,454
18350,1722471361446704,buy,0.0110608,1399
18351,1722471361446727,buy,0.0110608,3147
18352,1722471361589257,buy,0.0110609,10903
18353,1722471361589260,buy,0.0110609,10940
18354,1722471361589264,buy,0.0110609,4522
18355,1722471361589265,buy,0.0110609,32238
18356,1722471361589271,buy,0.0110609,23972
18357,1722471361589274,buy,0.0110609,1492
18358,1722471361595872,buy,0.0110611,28829
18359,1722471361637589,sell,0.011061,18230
18360,1722471361637597,sell,0.011061,3051
18361,1722471361638726,sell,0.011061,13380
18362,1722471361899281,buy,0.0110611,11893
18363,1722471361899290,buy,0.0110611,4522
18364,1722471361899291,buy,0.0110611,1492
18365,1722471361915980,buy,0.0110612,1213
18366,1722471361915989,buy,0.0110612,4522
18367,1722471362030814,buy,0.0110615,860
18368,1722471362030816,buy,0.0110615,1414
18369,1722471362030834,buy,0.0110615,4522
18370,1722471362030860,buy,0.0110615,1492
18371,1722471362030860,buy,0.0110617,1925
18372,1722471362030861,buy,0.0110617,454
18373,1722471362030862,buy,0.0110618,1893
18374,1722471362087791,buy,0.0110615,4522
18375,1722471362087793,buy,0.011062,23144
18376,1722471362392629,sell,0.0110619,9039
18377,1722471362392630,sell,0.0110619,11762
18378,1722471362795641,buy,0.0110615,134466
18379,1722471362957792,sell,0.0110614,10000
18380,1722471363772311,sell,0.0110611,5790
18381,1722471363772319,sell,0.0110611,38844
18382,1722471363772325,sell,0.0110611,2280
18383,1722471363772328,sell,0.0110611,7918
18384,1722471363774398,sell,0.011061,18843
18385,1722471363774401,sell,0.011061,38032
18386,1722471363842127,buy,0.0110604,45175
18387,1722471363931017,sell,0.0110608,309
18388,1722471364327367,sell,0.0110597,909
18389,1722471364327372,sell,0.0110597,5457
18390,1722471364559037,sell,0.0110597,9041
18391,1722471364559039,sell,0.0110597,9041
18392,1722471364559042,sell,0.0110597,9041
18393,1722471364559050,sell,0.0110597,1665
18394,1722471364559052,sell,0.0110597,1492
18395,1722471364651823,sell,0.0110594,454
18396,1722471364737216,sell,0.0110588,23510
18397,1722471364737216,sell,0.0110588,1493
18398,1722471364737218,sell,0.0110585,20293
18399,1722471364901367,sell,0.0110585,31860
18400,1722471364902680,sell,0.0110585,60361
18401,1722471364902683,sell,0.0110585,1493
18402,1722471364905311,sell,0.0110582,9040
18403,1722471365036000,sell,0.011058,4607
18404,1722471365036001,sell,0.011058,1493
18405,1722471365036002,sell,0.0110578,454
18406,1722471365036005,sell,0.0110578,38742
18407,1722471365294909,sell,0.0110578,79261
18408,1722471365305078,sell,0.0110578,17915
18409,1722471365305079,sell,0.0110578,1493
18410,1722471365305080,sell,0.0110578,7805
18411,1722471365305080,sell,0.0110578,14021
18412,1722471365305081,sell,0.0110578,1163
18413,1722471365305082,sell,0.0110578,3718
18414,1722471365330592,sell,0.0110572,4521
18415,1722471365364466,sell,0.0110567,454
18416,1722471365364468,sell,0.0110567,534
18417,1722471365364470,sell,0.0110565,2803
18418,1722471365463668,buy,0.0110566,16620
18419,1722471365463670,buy,0.0110566,45315
18420,1722471365463671,buy,0.0110566,81008
18421,1722471365529531,buy,0.0110568,4334
18422,1722471365529532,buy,0.0110569,36163
18423,1722471365529534,buy,0.0110572,31793
18424,1722471365529534,buy,0.0110573,4434
18425,1722471365529535,buy,0.0110573,27191
18426,1722471365651242,sell,0.0110572,45296
18427,1722471365952156,buy,0.0110579,5245
18428,1722471366102365,buy,0.0110594,900
18429,1722471366102366,buy,0.0110594,4522
18430,1722471366102369,buy,0.0110594,725
18431,1722471366118187,buy,0.0110598,28224
18432,1722471366120141,buy,0.0110598,20889
18433,1722471366120158,buy,0.0110598,1492
18434,1722471366120158,buy,0.0110598,4522
18435,1722471366684678,sell,0.0110607,5957
18436,1722471366684680,sell,0.0110607,4881
18437,1722471366684681,sell,0.0110607,11249
18438,1722471366684682,sell,0.0110606,4647
18439,1722471366693737,buy,0.0110588,10000
18440,1722471366812690,buy,0.0110588,10000
18441,1722471367150153,buy,0.0110588,21727
18442,1722471367150157,buy,0.0110588,1493
18443,1722471367199392,buy,0.0110593,3956
18444,1722471367214100,sell,0.0110607,186
18445,1722471367284860,buy,0.0110608,4533
18446,1722471368417307,buy,0.0110608,168
18447,1722471368417307,buy,0.0110608,4522
18448,1722471368417316,buy,0.0110608,39607
18449,1722471368417316,buy,0.0110608,1492
18450,1722471368417317,buy,0.0110608,475
18451,1722471368795485,sell,0.0110619,11045
18452,1722471369016260,sell,0.0110619,1620
18453,1722471369016262,sell,0.0110619,783
18454,1722471369017174,sell,0.0110619,16620
18455,1722471369017175,sell,0.0110619,475
18456,1722471369017175,sell,0.0110619,29012
18457,1722471369017176,sell,0.0110619,133129
18458,1722471369017177,sell,0.0110619,1492
18459,1722471369017180,sell,0.0110618,9367
18460,1722471369019312,sell,0.0110618,87281
18461,1722471369019316,sell,0.0110617,50220
18462,1722471369130704,buy,0.0110609,21057
18463,1722471369260950,sell,0.0110608,45296
18464,1722471369347183,buy,0.0110609,6231
18465,1722471369425947,sell,0.0110608,45296
18466,1722471369683296,buy,0.0110609,1000
18467,1722471369753461,sell,0.0110608,628
18468,1722471369815008,sell,0.0110608,43334
18469,1722471369815009,sell,0.0110608,856
18470,1722471369815019,sell,0.0110608,45652
18471,1722471369815020,sell,0.0110608,1492
18472,1722471369815022,sell,0.0110607,10000
18473,1722471369815026,sell,0.0110607,10000
18474,1722471369815038,sell,0.0110607,10000
18475,1722471369815038,sell,0.0110607,10000
18476,1722471369815039,sell,0.0110607,10000
18477,1722471369815043,sell,0.0110607,10000
18478,1722471370030534,sell,0.0110606,10000
18479,1722471370030534,sell,0.0110606,1492
18480,1722471370035202,sell,0.0110601,909
18481,1722471370670132,sell,0.0110596,36163
18482,1722471370673656,sell,0.0110596,52844
18483,1722471370673657,sell,0.0110596,1492
18484,1722471370673667,sell,0.0110596,1500
18485,1722471370673668,sell,0.0110592,10000
18486,1722471370673671,sell,0.0110592,10000
18487,1722471371222909,sell,0.0110587,10000
18488,1722471371222920,sell,0.0110587,475
18489,1722471371222925,sell,0.0110587,10000
18490,1722471371222927,sell,0.0110587,1493
18491,1722471371224132,sell,0.0110587,3528
18492,1722471371224137,sell,0.0110585,157566
18493,1722471371448038,sell,0.0110566,638
18494,1722471371448040,sell,0.0110566,44658
18495,1722471371471023,buy,0.0110564,1000
18496,1722471371879786,buy,0.0110564,4647
18497,1722471371879789,buy,0.0110564,24410
18498,1722471371879808,buy,0.0110564,172338
18499,1722471371879833,buy,0.0110564,1493
18500,1722471371879833,buy,0.0110564,16620
18501,1722471371879834,buy,0.0110566,34999
18502,1722471371879862,buy,0.0110566,31289
18503,1722471371879864,buy,0.0110567,113053
18504,1722471371879865,buy,0.0110567,5530
18505,1722471372005248,buy,0.0110565,2686
18506,1722471372037107,sell,0.0110564,32424
18507,1722471372037109,sell,0.0110564,172338
18508,1722471372037109,sell,0.0110564,117909
18509,1722471372037110,sell,0.0110564,89923
18510,1722471372037113,sell,0.0110563,147119
18511,1722471372037114,sell,0.0110563,37420
18512,1722471372037116,sell,0.0110563,684
18513,1722471372037134,sell,0.011056,454
18514,1722471372483959,buy,0.0110557,1000
18515,1722471372867570,buy,0.0110557,32065
18516,1722471372867571,buy,0.0110557,13142
18517,1722471372945944,sell,0.0110556,454
18518,1722471372945945,sell,0.0110556,89790
18519,1722471373130969,sell,0.0110556,76317
18520,1722471373130973,sell,0.0110556,2250
18521,1722471373130976,sell,0.0110556,19084
18522,1722471373130978,sell,0.0110556,5832
18523,1722471373130986,sell,0.0110556,1493
18524,1722471373130987,sell,0.0110554,454
18525,1722471373130987,sell,0.0110552,454
18526,1722471373137891,sell,0.0110547,19023
18527,1722471373302453,sell,0.0110546,454
18528,1722471373302455,sell,0.0110546,475
18529,1722471373341530,buy,0.0110541,20000
18530,1722471373358404,sell,0.011054,454
18531,1722471373422397,sell,0.0110538,57562
18532,1722471373422400,sell,0.0110538,1493
18533,1722471373426893,sell,0.0110536,454
18534,1722471373463852,sell,0.0110534,712
18535,1722471373464063,sell,0.0110534,454
18536,1722471373464064,sell,0.0110533,747
18537,1722471373472469,sell,0.0110532,1166
18538,1722471373472470,sell,0.0110532,572
18539,1722471373492065,sell,0.0110531,23280
18540,1722471373502164,sell,0.011053,454
18541,1722471373502164,sell,0.011053,565
18542,1722471373502165,sell,0.011053,37420
18543,1722471373522412,sell,0.0110526,454
18544,1722471373522413,sell,0.0110526,26057
18545,1722471373522413,sell,0.0110525,454
18546,1722471373522414,sell,0.0110525,14831
18547,1722471373522414,sell,0.0110525,173835
18548,1722471373522415,sell,0.0110525,194112
18549,1722471373524293,sell,0.0110524,90514
18550,1722471373525529,sell,0.0110521,7530
18551,1722471373525531,sell,0.0110521,30127
18552,1722471373525531,sell,0.011052,454
18553,1722471373526590,sell,0.0110519,108306
18554,1722471373526590,sell,0.0110518,454
18555,1722471373526590,sell,0.0110516,38992
18556,1722471373526591,sell,0.0110514,454
18557,1722471373526591,sell,0.0110513,454
18558,1722471373526591,sell,0.0110512,5157
18559,1722471373562001,sell,0.0110509,454
18560,1722471373562001,sell,0.0110509,60168
18561,1722471373562003,sell,0.0110507,454
18562,1722471373562004,sell,0.0110502,2976
18563,1722471373652149,sell,0.0110502,60168
18564,1722471373652153,sell,0.0110502,19795
18565,1722471373652154,sell,0.0110502,1494
18566,1722471373652156,sell,0.0110502,33770
18567,1722471373652158,sell,0.01105,17975
18568,1722471373652159,sell,0.01105,454
18569,1722471373652162,sell,0.01105,10716
18570,1722471373833774,sell,0.0110502,1494
18571,1722471373835909,sell,0.01105,1494
18572,1722471373837046,sell,0.01105,40302
18573,1722471373840469,sell,0.01105,41796
18574,1722471373842490,sell,0.01105,41796
18575,1722471373845405,sell,0.01105,41796
18576,1722471373849160,sell,0.01105,17108
18577,1722471373849164,sell,0.0110496,454
18578,1722471373852660,sell,0.0110495,454
18579,1722471373853514,sell,0.0110494,454
18580,1722471374225006,buy,0.0110493,1494
18581,1722471374225007,buy,0.0110495,31289
18582,1722471374840949,buy,0.0110496,2425
18583,1722471374840954,buy,0.0110496,3494
18584,1722471374840955,buy,0.0110496,1494
18585,1722471374840955,buy,0.0110501,1655
18586,1722471374931307,buy,0.0110502,36198
18587,1722471375928066,sell,0.0110511,14121
18588,1722471375971857,buy,0.0110512,4526
18589,1722471375971864,buy,0.0110512,11536
18590,1722471376033012,sell,0.0110529,1014
18591,1722471376033013,sell,0.0110529,905
18592,1722471376034921,sell,0.0110529,905
18593,1722471376271263,sell,0.0110523,2209
18594,1722471376271264,sell,0.0110523,3421
18595,1722471376271271,sell,0.0110513,480
18596,1722471376502811,sell,0.0110511,31128
18597,1722471376674802,sell,0.0110511,1709
18598,1722471376995151,buy,0.0110512,2000
18599,1722471377335894,buy,0.0110503,41796
18600,1722471377338358,buy,0.0110503,202
18601,1722471377338359,buy,0.0110503,172338
18602,1722471377338359,buy,0.0110503,38714
18603,1722471377338360,buy,0.0110503,1494
18604,1722471377338360,buy,0.0110505,31289
18605,1722471377339038,buy,0.0110506,37455
18606,1722471377339053,buy,0.0110512,4341
18607,1722471377415725,buy,0.0110512,11185
18608,1722471377415731,buy,0.0110512,30611
18609,1722471377417777,buy,0.0110512,5869
18610,1722471377417778,buy,0.0110512,1063
18611,1722471377423906,buy,0.0110513,4641
18612,1722471377451199,buy,0.0110524,4526
18613,1722471377451878,buy,0.0110524,1233
18614,1722471377451886,buy,0.0110524,13504
18615,1722471377459616,buy,0.011053,26172
18616,1722471377459622,buy,0.011053,15624
18617,1722471377462692,buy,0.011053,10841
18618,1722471377483226,buy,0.011053,9724
18619,1722471377483227,buy,0.0110534,1494
18620,1722471377483228,buy,0.0110536,25786
18621,1722471377483228,buy,0.0110538,462
18622,1722471377483384,buy,0.011054,51350
18623,1722471377483386,buy,0.011054,180977
18624,1722471377483387,buy,0.011054,180977
18625,1722471377483389,buy,0.0110543,909
18626,1722471377483390,buy,0.0110543,122121
18627,1722471377483391,buy,0.0110543,12284
18628,1722471377487668,buy,0.011054,1000
18629,1722471377650680,buy,0.0110546,18011
18630,1722471377650682,buy,0.0110546,11591
18631,1722471377650683,buy,0.0110546,1493
18632,1722471377670831,buy,0.0110549,712
18633,1722471378051853,sell,0.011056,1493
18634,1722471378051859,sell,0.011056,475
18635,1722471378524244,buy,0.0110561,2627
18636,1722471378524247,buy,0.0110561,2624
18637,1722471378524250,buy,0.0110561,2616
18638,1722471378527044,sell,0.0110571,634
18639,1722471378527049,sell,0.0110571,6740
18640,1722471378531954,sell,0.0110573,634
18641,1722471378648794,sell,0.011057,41796
18642,1722471378648804,sell,0.0110562,2627
18643,1722471378648804,sell,0.0110562,873
18644,1722471378700961,buy,0.0110566,16620
18645,1722471379521400,buy,0.0110576,98637
18646,1722471379521402,buy,0.0110576,43041
18647,1722471379526472,buy,0.0110578,1493
18648,1722471379526473,buy,0.011058,1739
18649,1722471379526474,buy,0.0110582,27185
18650,1722471379537946,buy,0.0110582,95501
18651,1722471379560263,buy,0.0110585,28999
18652,1722471379560268,buy,0.0110585,49791
18653,1722471379703237,buy,0.0110594,712
18654,1722471379714923,sell,0.0110596,45296
18655,1722471379724895,sell,0.0110596,85625
18656,1722471379827731,sell,0.0110596,45296
18657,1722471379847812,buy,0.0110597,43331
18658,1722471379878690,buy,0.01106,746
18659,1722471379878694,buy,0.01106,17975
18660,1722471379913949,sell,0.0110601,36544
18661,1722471379913949,sell,0.0110601,8752
18662,1722471379913996,buy,0.0110602,6275
18663,1722471380024788,sell,0.0110601,45296
18664,1722471380057933,sell,0.0110601,56921
18665,1722471380325209,buy,0.0110594,20643
18666,1722471380325212,buy,0.0110594,57446
18667,1722471380325231,buy,0.0110594,21611
18668,1722471380859976,buy,0.0110602,29892
18669,1722471380859978,buy,0.0110602,5001
18670,1722471380863819,buy,0.0110603,79261
18671,1722471381273019,sell,0.0110606,32307
18672,1722471381273036,sell,0.0110606,1492
18673,1722471381273037,buy,0.0110607,2
18674,1722471381577921,buy,0.0110594,60168
18675,1722471381577923,buy,0.0110594,16620
18676,1722471381577925,buy,0.0110594,1492
18677,1722471381577926,buy,0.0110594,14334
18678,1722471381726095,buy,0.0110595,10205
18679,1722471381726104,buy,0.0110595,1492
18680,1722471381957030,buy,0.0110607,112999
18681,1722471382059094,buy,0.0110607,132383
18682,1722471382608808,buy,0.0110607,74254
18683,1722471382745784,buy,0.0110607,10000
18684,1722471382754276,sell,0.0110606,22902
18685,1722471382754279,sell,0.0110606,475
18686,1722471382754282,sell,0.0110606,609
18687,1722471383300314,sell,0.0110601,36654
18688,1722471383300315,sell,0.0110601,144176
18689,1722471383300316,sell,0.0110601,28567
18690,1722471383300316,sell,0.0110601,475
18691,1722471384243030,buy,0.0110594,3394
18692,1722471384243031,buy,0.0110594,815
18693,1722471384243032,buy,0.0110594,4702
18694,1722471384243032,buy,0.0110594,3425
18695,1722471384243034,buy,0.0110594,1492
18696,1722471385106034,buy,0.01106,9042
